School,Address,Lat/Lon,Distance (Miles)
Yeshiva Karlin Stolin,"1818 54th St, Brooklyn, NY, 11204-1545","(40.625137, -73.98331)",2406.6983602243
"Uceda International at Danbury, CT","183 Main Street, Danbury, CT, 06810","(41.393692, -73.451454)",2406.60925257066
Dominion School of Hair Design,"1755 George Washington Memorial Highway, Gloucester Point, VA, 23062","(37.259384, -76.494606)",2406.60817726108
Medgar Evers College of the City University of New York,"1650 Bedford Ave, Brooklyn, NY, 11225-2010","(40.666286, -73.956665)",2406.59233713791
Mesivta of Eastern Parkway Rabbinical Seminary,"510 Dahill Rd, Brooklyn, NY, 11218","(40.635117, -73.97906)",2406.57014122003
Beth Hamedrash Shaarei Yosher Institute,"4102 16th Ave, Brooklyn, NY, 11204","(40.63549, -73.98089)",2406.47335855906
Paul Mitchell The School - Danbury,"2 National Place, Danbury, CT, 06810","(41.396774, -73.452385)",2406.4689717055
Yeshiva Derech Chaim,"1573 39th St, Brooklyn, NY, 11218-4413","(40.637047, -73.98035)",2406.44767534849
Yeshivas Novominsk,"1690 60th St, Brooklyn, NY, 11204","(40.62359, -73.98986)",2406.44573894254
Machzikei Hadath Rabbinical College,"5407 16th Avenue, Brooklyn, NY, 11204","(40.628155, -73.9885)",2406.36005658558
Rabbinical College Bobover Yeshiva Bnei Zion,"1577 48th St, Brooklyn, NY, 11219","(40.63215, -73.985825)",2406.35377485286
Seminar L'Moros Bais Yaakov,"4409 15th Avenue, Brooklyn, NY, 11219","(40.63508, -73.98488)",2406.3021431272
Manhattanville College,"2900 Purchase Street, Purchase, NY, 10577","(41.02855, -73.71222)",2406.19726301444
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,"1535 63rd Street, Brooklyn, NY, 11219","(40.623993, -73.9951)",2406.1902340781
Yeshiva Gedolah Imrei Yosef D'Spinka,"1466 56th St, Brooklyn, NY, 11219","(40.628914, -73.99258)",2406.14662902389
Bnos Zion of Bobov Seminary,"5000 14th Avenue, Brooklyn, NY, 11219","(40.633095, -73.99055)",2406.10446685724
Iona College,"715 North Ave, New Rochelle, NY, 10801-1890","(40.92474, -73.78818)",2406.02238268832
Yeshiva of Machzikai Hadas,"1301 47th Street, Brooklyn, NY, 11219","(40.636044, -73.990776)",2405.99805823981
Henry Abbott Technical High School,"21 Hayestown Avenue, Danbury, CT, 06811","(41.413116, -73.45317)",2405.91673786684
Yeshiva Kollel Tifereth Elizer,"1227 47th Street, Brooklyn, NY, 11219","(40.637077, -73.992485)",2405.88539947799
SUNY Purchase,"735 Anderson Hill Road, Purchase, NY, 10577-1400","(41.036842, -73.713295)",2405.88193295194
Talmudical Seminary of Bobov,"5120 New Utrecht Avenue, Brooklyn, NY, 11219","(40.634705, -73.995)",2405.84624272461
American Beauty School,"1380 Metropolitan Avenue, Bronx, NY, 10462","(40.835197, -73.86107)",2405.5403824086
Pratt Institute,"200 Willoughby Ave, Brooklyn, NY, 11205","(40.691986, -73.96461)",2405.39010822498
Rabbinical College of Ohr Shimon Yisroel,"215-217 Hewes St, Brooklyn, NY, 11211","(40.70425, -73.95668)",2405.35877412922
Kehilath Yakov Rabbinical Seminary,"638 Bedford Avenue, Brooklyn, NY, 11249","(40.70213, -73.95889)",2405.32537146691
Empire Beauty School - Queens,"38-15 Broadway, Astoria, NY, 11103","(40.759277, -73.91963)",2405.28820022306
"Saint Joseph's College, New York","245 Clinton Avenue, Brooklyn, NY, 11205-3688","(40.69054, -73.968285)",2405.26710085814
St. Joseph's College New York,"245 Clinton Ave., Brooklyn, NY, 11205","(40.69054, -73.968285)",2405.26710085814
United Talmudical Seminary,"191 Rodney Street, Brooklyn, NY, 11211","(40.705425, -73.959335)",2405.19787274898
Savannah State University,"3219 College Avenue, Savannah, GA, 31404","(32.023567, -81.0557)",2405.14475765032
Yeshiva of Nitra Rabbinical College,"194 Division Ave, Brooklyn, NY, 11211","(40.707397, -73.95989)",2405.10822511248
Rabbinical Seminary of Adas Yereim,"185 Wilson St, Brooklyn, NY, 11211","(40.70659, -73.96059)",2405.10203817073
LaGuardia Community College of the City University of New York,"31-10 Thomson Ave, Long Island City, NY, 11101","(40.744938, -73.93526)",2405.02998532315
Yeshiva Yesoda HaTorah,"505 Bedford Avenue, Brooklyn, NY, 11211","(40.706013, -73.96321)",2404.99960276921
Technical College of the Lowcountry,"921 Ribaut Road, Beaufort, SC, 29901-1288","(32.421986, -80.688545)",2404.77869728262
"FRANKLIN CAREER INSTITUTE, BROOKLYN","5323 FIFTH AVENUE, BROOKLYN, NY, 11220","(40.643272, -74.012215)",2404.7712699476
Brooklyn Institute of Business Technology,"9 Bond St. 3rd Fl, Brooklyn, NY, 11201","(40.689373, -73.983086)",2404.62049840866
CUNY School of Law at Queens College,"2 Court Square, Long Island City, NY, 11101","(40.74601, -73.9436)",2404.60965133376
"Center for Ultrasound Research & Education, Corporation (CURE)","333 Westchester Avenue, White Plains, NY, 10604","(41.030052, -73.74655)",2404.56384782362
Sanford-Brown Institute - White Plains,"333 Westchester Avenue, White Plains, NY, 10604","(41.030052, -73.74655)",2404.56384782362
Apex Technical School,"24-02 Queens Plaza South, Long Island City, NY, 11101","(40.75087, -73.941376)",2404.55505668637
Institute of Design and Construction,"141 Willoughby St, Brooklyn, NY, 11201-5380","(40.692078, -73.98297)",2404.5380494771
ASA College,"151 Lawrence Street, Brooklyn, NY, 11201","(40.691803, -73.98628)",2404.39390073865
New York City College of Technology of the City University of New York,"300 Jay St, Brooklyn, NY, 11201-2983","(40.695942, -73.98712)",2404.22070769055
Brooklyn Law School,"250 Joralemon St, Brooklyn, NY, 11201","(40.69244, -73.99037)",2404.18407458317
Westchester School of Beauty Culture,"6 Gramatan Ave, Mt Vernon, NY, 10550-2295","(40.91222, -73.83728)",2404.1568166291
St. Francis College,"180 Remsen Street, Brooklyn Heights, NY, 11201-4398","(40.69327, -73.991554)",2404.10237726609
Industrial Management & Training Institute,"43-82 Vernon Boulevard, Long Island City, NY, 11101","(40.75257, -73.9508)",2404.06427976418
Dorothea Hopfer School of Nursing,"53 Valentine Street, Mount Vernon, NY, 10550","(40.912052, -73.84041)",2404.01760619455
Mount Vernon Hospital,"53 Valentine Avenue, Mount Vernon, NY, 10550","(40.912052, -73.84041)",2404.01760619455
Montefiore New Rochelle Hospital,"53 Valentine Avenue, Mount Vernon, NY, 10550","(40.912052, -73.84041)",2404.01760619455
Washington Montessori Teacher Education Program,"240 Litchfield Turnpike, New Preston, CT, 06777","(41.70492, -73.29619)",2403.99027685021
Concordia College,"171 White Plains Rd, Bronxville, NY, 10708-1998","(40.94249, -73.820694)",2403.94942700718
South University,"709 Mall Blvd, Savannah, GA, 31406","(31.999895, -81.10471)",2403.9332264282
SUNY Downstate Medical Center,"339 Hicks Street, Brooklyn, NY, 11201","(40.691135, -73.99781)",2403.88235754717
School of Professional Horticulture at the New York Botanical Garden,"2900 Southern Boulevard, Bronx, NY, 10458-5126","(40.85973, -73.88071)",2403.84106757785
"Savannah School of Massage Therapy Training, Inc.","6413 Waters Avenue, Savannah, GA, 31406","(32.012337, -81.098976)",2403.65582152849
Fordham University,"441 E Fordham Rd, Bronx, NY, 10458","(40.860027, -73.88791)",2403.49874333643
Rockefeller University,"1230 York Ave, New York, NY, 10065","(40.763714, -73.95604)",2403.46120536783
Mesivtha Tifereth Jerusalem of America,"141 E Broadway, New York, NY, 10002-6301","(40.713963, -73.991196)",2403.44755410923
Neighborhood Playhouse School of the Theatre,"340 East 54th Street, New York, NY, 10022","(40.756954, -73.9657)",2403.23341599598
Marymount Manhattan College,"221 E 71st St, New York, NY, 10021-4597","(40.768597, -73.95998)",2403.12100604636
School of Visual Arts,"209 East 23rd St, New York, NY, 10010","(40.738564, -73.9825)",2403.05223420405
Rennert New York,"211 East 43rd Street, New York, NY, 10017","(40.75129, -73.97359)",2403.05201039148
Brittany Beauty Academy,"210 East 188th Street 2nd floor, Bronx, NY, 10458","(40.86122, -73.89728)",2403.02723675597
Hostos Community College of the City University of New York,"475 Grand Concourse, Bronx, NY, 10451","(40.817986, -73.92758)",2403.02204741975
New York School of Interior Design,"170 East 70th Street, New York, NY, 10021","(40.768806, -73.96245)",2403.00004583835
Cooper Union for the Advancement of Science and Art,"30 Cooper Square, New York, NY, 10003","(40.728027, -73.99123)",2402.99000956462
Saint Vladimirs Orthodox Theological Seminary,"575 Scarsdale Rd, Crestwood, NY, 10707-1699","(40.969406, -73.82325)",2402.96657939201
New York College of Podiatric Medicine,"1800 Park Ave, New York, NY, 10035-1940","(40.804543, -73.93942)",2402.90905126229
Hunter College - CUNY,"695 Park Avenue, New York, NY, 10065","(40.769, -73.965355)",2402.85945922261
U.S.A. Beauty School International Inc.,"87 Walker Street, New York, NY, 10013","(40.718117, -74.00141)",2402.84052008772
"New York Film Academy, New York","100 East 17th Street, New York, NY, 10003","(40.7365, -73.98889)",2402.82363556195
ILSC New York,"304 Park Avenue South Suite 214, New York, NY, 10010","(40.739906, -73.98658)",2402.8201001406
Monroe College,"2501 Jerome Avenue, Bronx, NY, 10468","(40.86386, -73.90023)",2402.80577925314
Music Conservatory of Westchester,"216 Central Avenue, White Plains, NY, 10606","(41.035755, -73.78104)",2402.78843234757
The International Culinary Center,"462 Broadway, New York, NY, 10013-2618","(40.720913, -74.00059)",2402.78778829405
New York School of Esthetics & Day Spa. Inc.,"239 Central Avenue, White Plains, NY, 10606","(41.03566, -73.78127)",2402.78085343146
Helene Fuld College of Nursing,"26 East 120th Street, New York, NY, 10035","(40.802864, -73.94374)",2402.76361043619
Trident Technical College-Moncks Corner,"1001 South Live Oak Drive, Moncks Corner, SC, 29461","(33.16977, -80.042885)",2402.7589031064
Carsten Institute of Cosmetology- New York,"290 Madison Avenue, New York, NY, 10017","(40.751835, -73.98)",2402.73798282876
The Diller-Quaile School of Music,"24 East 95th Street, New York, NY, 10128","(40.786896, -73.95549)",2402.73662580015
Open Hearts Language Academy - NYC,"180 Madison Ave, New York, NY, 10016","(40.747528, -73.98314)",2402.73227390125
American Academy of Dramatic Arts,"120 Madison Ave, New York, NY, 10016","(40.745373, -73.98471)",2402.72947569704
Institute of Audio Research,"64 University Pl, New York, NY, 10003","(40.73294, -73.993645)",2402.71911568273
Icahn School of Medicine at Mount Sinai,"1 Gustave L Levy Place, New York, NY, 10029-6574","(40.790455, -73.953835)",2402.6980561448
LIM College,"12 East 53rd St, New York, NY, 10022-5268","(40.7601, -73.97509)",2402.6974166665
New York Career Institute,"11 Park Place 4th Floor, New York, NY, 10007","(40.712814, -74.00826)",2402.69570651401
Pacific College of Oriental Medicine - New York,"915 Broadway 3rd Fl, New York, NY, 10010-7108","(40.739666, -73.98964)",2402.68638240732
Wood Tobe-Coburn School,"8 E 40th St, New  York, NY, 10016-0190","(40.751926, -73.98119)",2402.68001387354
Berkeley College,"3 East 43 Street, New York, NY, 10017","(40.754097, -73.98023)",2402.65410566622
The American Academy of Personal Training,"42 Wooster Street, New York, NY, 10013","(40.722424, -74.002594)",2402.64613252185
"Graduate School and University Center of the City University of New York, The","365 Fifth Ave, New York, NY, 10016-4309","(40.748837, -73.98426)",2402.63809471621
"Christine Valmy International School for Esthetics, Skin Care & Makeup","261 Fifth Ave, New York, NY, 10016","(40.745163, -73.98694)",2402.63316550913
New York Academy of Art,"111 Franklin St, New York, NY, 10013-2911","(40.718506, -74.00584)",2402.62304821696
Parsons the New School for Design,"66 Fifth Avenue, New York, NY, 10011","(40.735207, -73.99421)",2402.61953181627
Blanton-Peale Institute,"3 West 29th St., New York, NY, 10001","(40.745415, -73.9871)",2402.61760531576
New York University,"70 Washington Square South, New York, NY, 10012-1091","(40.73016, -73.99782)",2402.61614816656
"The ESL School at NYFA, New York","17 Battery Place, New York, NY, 10004","(40.704887, -74.0159)",2402.59949931764
Bronx Community College of the City University of New York,"2155 University Avenue, Bronx, NY, 10453","(40.85673, -73.90991)",2402.58831873138
Zoni Language Centers- Manhattan,"22 West 34th Street, New York, NY, 10001","(40.748775, -73.98538)",2402.5883160719
Nyack College at Nyack College Manhattan Center,"2 Washington Street, New York, NY, 10004","(40.706444, -74.015114)",2402.58534230963
St Vincent Catholic Medical Center-Staten Island,"75 Vanderbilt Ave    5th Floor, Staten Island, NY, 10304","(40.621143, -74.07508)",2402.58315195673
SUNY College of Optometry,"33 West 42nd Street, New York, NY, 10036-8003","(40.753967, -73.98203)",2402.57508834642
Touro College,"27 West 23rd Street, New York, NY, 10010","(40.741962, -73.990555)",2402.56969539236
Campus Education Midtown,"49 West 33rd Street 4th Floor, New York, NY, 10001","(40.748394, -73.98651)",2402.54840564719
American Barber Institute,"48 West 39th Street, New York, NY, 10018","(40.752228, -73.983826)",2402.54835345699
The New York Conservatory for Dramatic Arts,"39 West 19th Street, New York, NY, 10011","(40.739643, -73.992676)",2402.54674380943
Katharine Gibbs School - New York City,"50 West 40 Street, New York, NY, 10018","(40.752872, -73.98344)",2402.54534857182
"Stella and Charles Guttman Community College of the City University of New York, The","50 West 40th Street, New York, NY, 10018","(40.752872, -73.98344)",2402.54534857182
"Laban/Bartenieff Institute of Movement Studies, Inc.","54 West 40th Street, New York, NY, 10018","(40.75292, -73.98355)",2402.53870827506
Metropolitan College of New York,"60 West Street, New York, NY, 10006","(40.708817, -74.01506)",2402.51086949363
Savannah Technical College,"5717 White Bluff Rd, Savannah, GA, 31405-5594","(32.025368, -81.11206)",2402.4942091153
The New School,"66 W 12th Street, New York, NY, 10011","(40.73558, -73.99675)",2402.48999510181
Aveda Institute New York,"233 Spring Street, New York, NY, 10013","(40.725574, -74.004654)",2402.44876413149
New York School of Design,"1032 6th Avenue, New York, NY, 10018","(40.752712, -73.98565)",2402.44834477015
Brattleboro Retreat,"1 Anna Marsh Lane, Brattleboro, VT, 05301","(42.85878, -72.563644)",2402.44123172054
Phillips School of Nursing at Mount Sinai Beth Israel,"776 6th Avenue, New York, NY, 10001","(40.74485, -73.99138)",2402.43800314668
Institute of Culinary Education,"225 Liberty St., New York, NY, 10281","(40.711246, -74.01494)",2402.43764032721
Joffrey Ballet School - American Ballet Center,"434 Avenue of the Americas, New York, NY, 10011","(40.734566, -73.99886)",2402.4252818557
New York Paralegal School,"115 West 45th Street, New York, NY, 10036","(40.757015, -73.98328)",2402.4186109419
Saint Joseph's Seminary,"201 Seminary Ave (Dunwoodie), Yonkers, NY, 10704-1896","(40.930195, -73.862785)",2402.40013052589
Borough of Manhattan Community College of the City University of New York,"199 Chambers St, New York, NY, 10007-1097","(40.71681, -74.01206)",2402.39039978667
Arrojo Cosmetology School,"200 Hudson Street, New York, NY, 10013","(40.72268, -74.0081)",2402.38321920991
Dermalogica Academy,"140 West 22nd Street, New York, NY, 10011","(40.742737, -73.9945)",2402.36217718725
Harlem School of Technology,"215 W 125th St, New York, NY, 10027-4426","(40.809074, -73.948555)",2402.34036495051
"The Academy of Cosmetology & Esthetics, NYC LLC","187 New Dorp Lane, Staten Island, NY, 10306","(40.57311, -74.11469)",2402.31513062386
FEGS Trades and Business School,"80 Vandam Street, New York, NY, 10013-1007","(40.726612, -74.007576)",2402.27999941237
Globe Institute of Technology,"500 7th Avenue, New York, NY, 10018","(40.75295, -73.98921)",2402.27603319952
Circle in the Square Theatre School,"1633 Broadway, New York, NY, 10019-6795","(40.76154, -73.983986)",2402.23949156708
The Art Institute of New York City,"218 West 40th Street, New York, NY, 10018","(40.755028, -73.98856)",2402.23880833512
Armstrong State University,"11935 Abercorn St, Savannah, GA, 31419-1997","(31.983595, -81.157646)",2402.22433026797
SAE Institute of Technology - New York,"218 West 18th Street, New York, NY, 10011","(40.741333, -73.998535)",2402.22107845428
Swedish Institute a College of Health Science,"226 West 26th Street, New York, NY, 10001","(40.746487, -73.995415)",2402.19841077217
Landmark College,"19 River Rd South, Putney, VT, 05346","(43.02297, -72.46251)",2402.1958358754
New York Institute of English and Business,"248 W 35th St, New York, NY, 10001-2505","(40.75225, -73.99156)",2402.19003958979
Mandl School,"254 West 54th Street, New York, NY, 10019","(40.764317, -73.983154)",2402.18808050507
American Barber Institute Inc,"252  West  29th  Street, New York, NY, 10001-5271","(40.74848, -73.99441)",2402.18033780304
A.B.I School of Barbering and Cosmetology of Chelsea,"252 West 29th Street, New York, NY, 10001-5271","(40.74848, -73.99441)",2402.18033780304
Manhattan English Center (MEC),"545 8th Ave., New York, NY, 10018-2402","(40.75424, -73.99198)",2402.10618861282
New York International Beauty School Ltd,"500 Eighth Avenue 8th Floor, New York, NY, 10018","(40.7529, -73.992935)",2402.10541670036
Tri-State College of Acupuncture,"80 Eighth Ave Rm 400, New York, NY, 10011","(40.739807, -74.00248)",2402.08809340544
Technical Career Institutes,"320 West 31st Street, New York, NY, 10001","(40.750576, -73.99556)",2402.05929089025
The Juilliard School,"60 Lincoln Center Plaza, New York, NY, 10023-6588","(40.77151, -73.98245)",2401.98787214224
"Dance Theatre of Harlem, Inc.","466 West 152nd Street, New York, NY, 10031","(40.829144, -73.94321)",2401.93927453028
"City College of New York of the City University of New York, The","160 Convent Avenue, New York, NY, 10031-9101","(40.818615, -73.950645)",2401.93556267459
